-,-,-
-34, -13, 1015
-14, -11, 1016
37, -7, 1017
81, -9, 1017
-30, -14, 1016
-30, -14, 1016
-31, -10, 1017
-96, -5, 1015
-64, -14, 1015
-17, -10, 1016
-,-,-
-32, -16, 1021
-32, -10, 1011
-8, -6, 1016
-25, -14, 1016
-25, -14, 1016
-17, -9, 1016
-15, -9, 1016
-15, -8, 1016
-15, -9, 1016
-15, -10, 1015
-16, -9, 1016
-16, -9, 1016
-15, -8, 1015
-15, -9, 1017
-14, -9, 1015
-15, -8, 1016
-15, -8, 1016
40, 0, 1015
-50, -14, 1017
-17, -11, 1015
11, -6, 1016
-13, -15, 1019
-13, -15, 1019
0, -7, 1012
-57, -12, 1017
-32, -8, 1015
-23, -9, 1016
-16, -10, 1016
-16, -10, 1016
-15, -9, 1015
-15, -9, 1016
-16, -9, 1016
-16, -9, 1014
-,-,-
-22, -11, 1015
-12, -8, 1016
-15, -9, 1013
-15, -9, 1013
-18, -9, 1014
-,-,-
-16, -9, 1014
-20, -8, 1019
-15, -9, 1015
-17, -8, 1014
-18, -10, 1015
-,-,-
-22, -8, 1013
-13, -10, 1018
-18, -9, 1015
-18, -9, 1015
-16, -8, 1016
-18, -9, 1015
-18, -10, 1014
-,-,-
-20, -6, 1015
-14, -13, 1015
-16, -7, 1015
-19, -9, 1016
-19, -9, 1016
-16, -9, 1014
-16, -9, 1016
-16, -9, 1015
-17, -9, 1016
-18, -9, 1015
-18, -9, 1015
-17, -9, 1015
-17, -9, 1015
-17, -9, 1015
-17, -10, 1015
-17, -9, 1015
-17, -9, 1015
-17, -9, 1016
-16, -9, 1016
-18, -9, 1015
-16, -9, 1015
-16, -9, 1015
-17, -8, 1015
-17, -9, 1015
-18, -9, 1015
-16, -9, 1015
-,-,-
-19, -9, 1015
-16, -11, 1016
-17, -9, 1016
-18, -9, 1016
-16, -9, 1015
-16, -8, 1015
-16, -8, 1015
-16, -9, 1015
-17, -9, 1016
-19, -9, 1015
-17, -10, 1015
-17, -8, 1015
-17, -8, 1015
-16, -9, 1015
-17, -9, 1015
-17, -10, 1015
-17, -9, 1015
-16, -9, 1015
-16, -9, 1015
-17, -9, 1015
-18, -10, 1016
-17, -8, 1015
-16, -9, 1015
-17, -9, 1015
-17, -9, 1015
-17, -9, 1015
-17, -8, 1016
-17, -9, 1015
-,-,-
-16, -8, 1015
-20, -9, 1015
-14, -9, 1015
-17, -8, 1017
-19, -9, 1015
-17, -9, 1016
-17, -9, 1016
-17, -8, 1015
-17, -10, 1016
-18, -9, 1016
-16, -9, 1015
-16, -9, 1015
-,-,-
-19, -10, 1015
-16, -8, 1013
-17, -8, 1015
-16, -8, 1015
-17, -9, 1015
-17, -9, 1015
-16, -8, 1014
-17, -9, 1014
-18, -9, 1015
-18, -9, 1014
-17, -9, 1015
-17, -9, 1015
-15, -9, 1014
-16, -10, 1015
-16, -9, 1015
-17, -9, 1015
-14, -10, 1014
-14, -10, 1014
-20, -9, 1016
-17, -10, 1015
-17, -9, 1014
-17, -9, 1015
-16, -9, 1014
-16, -9, 1014
-17, -9, 1015
-17, -8, 1015
-17, -9, 1014
-,-,-
-28, -22, 1015
-15, -4, 1015
-16, -9, 1014
-14, -9, 1016
-22, -10, 1014
-22, -10, 1014
-17, -9, 1015
-17, -9, 1015
-16, -8, 1014
-17, -9, 1015
-17, -9, 1014
-17, -9, 1014
-17, -9, 1015
-18, -8, 1014
-17, -9, 1015
-17, -9, 1015
-17, -9, 1015
-17, -9, 1015
-16, -9, 1014
-16, -9, 1015
-17, -10, 1015
-17, -9, 1015
-17, -9, 1015
-17, -9, 1015
-18, -9, 1015
-18, -9, 1015
-17, -8, 1014
-,-,-
-13, -10, 1013
-23, -9, 1019
-18, -12, 1013
-17, -6, 1016
-,-,-
-17, -8, 1014
-17, -9, 1010
-19, -8, 1017
